id,SKU,price,name,description,available_on,shipping_category_id,option_types,variant_price
14218,"",0,Apple iPad Air 32GB WiFi + 4G (Verizon),"","",1,"Condition:Broken,Good,Flawless",36|230|230
14221,"",0,Apple iPad Air 16GB WiFi + 4G (Sprint),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14224,"",0,Apple iPad Air 128GB WiFi + 4G (Sprint),"","",1,"Condition:Broken,Good,Flawless",36|208|208
14222,"",0,Apple iPad Air 32GB WiFi + 4G (Sprint),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14225,"",0,Apple iPad Mini with Retina Display 16GB (AT&T),"","",1,"Condition:Broken,Good,Flawless",0|86|86
14223,"",0,Apple iPad Air 64GB WiFi + 4G (Sprint),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14226,"",0,Apple iPad Mini with Retina Display 16GB (Sprint),"","",1,"Condition:Broken,Good,Flawless",0|78|78
14229,"",0,Apple iPad Mini with Retina Display 16GB WiFi,"","",1,"Condition:Broken,Good,Flawless",0|112|112
14227,"",0,Apple iPad Mini with Retina Display 16GB (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",0|86|86
14230,"",0,Apple iPad Mini with Retina Display 32GB (AT&T),"","",1,"Condition:Broken,Good,Flawless",0|90|90
14228,"",0,Apple iPad Mini with Retina Display 16GB (Verizon),"","",1,"Condition:Broken,Good,Flawless",0|86|86
14231,"",0,Apple iPad Mini with Retina Display 32GB (Sprint),"","",1,"Condition:Broken,Good,Flawless",0|78|78
14234,"",0,Apple iPad Mini with Retina Display 32GB WiFi,"","",1,"Condition:Broken,Good,Flawless",0|124|124
14232,"",0,Apple iPad Mini with Retina Display 32GB (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",0|90|90
14235,"",0,Apple iPad Mini with Retina Display 64GB (AT&T),"","",1,"Condition:Broken,Good,Flawless",0|94|94
14233,"",0,Apple iPad Mini with Retina Display 32GB (Verizon),"","",1,"Condition:Broken,Good,Flawless",0|90|90
14236,"",0,Apple iPad Mini with Retina Display 64GB (Sprint),"","",1,"Condition:Broken,Good,Flawless",0|78|78
14239,"",0,Apple iPad Mini with Retina Display 64GB WiFi,"","",1,"Condition:Broken,Good,Flawless",0|132|132
14237,"",0,Apple iPad Mini with Retina Display 64GB (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",0|94|94
14240,"",0,Apple iPad Mini with Retina Display 128GB (AT&T),"","",1,"Condition:Broken,Good,Flawless",0|100|100
14238,"",0,Apple iPad Mini with Retina Display 64GB (Verizon),"","",1,"Condition:Broken,Good,Flawless",0|94|94
14241,"",0,Apple iPad Mini with Retina Display 128GB (Sprint),"","",1,"Condition:Broken,Good,Flawless",0|78|78
14244,"",0,Apple iPad Mini with Retina Display 128GB WiFi,"","",1,"Condition:Broken,Good,Flawless",0|140|140
14242,"",0,Apple iPad Mini with Retina Display 128GB (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",0|98|98
14243,"",0,Apple iPad Mini with Retina Display 128GB (Verizon),"","",1,"Condition:Broken,Good,Flawless",0|98|98
